"country","indicator","Unit","Date","Value"
"QATAR","All vehicles","UNITS","1/1/2010 12:00:00 AM",42000
"QATAR","All vehicles","UNITS","1/1/2011 12:00:00 AM",60000
"QATAR","All vehicles","UNITS","1/1/2012 12:00:00 AM",80000
"SAUDI ARABIA","All vehicles","UNITS","1/1/2005 12:00:00 AM",248304
"SAUDI ARABIA","All vehicles","UNITS","1/1/2006 12:00:00 AM",357051
"SAUDI ARABIA","All vehicles","UNITS","1/1/2007 12:00:00 AM",374480
"SAUDI ARABIA","All vehicles","UNITS","1/1/2008 12:00:00 AM",451600
"SAUDI ARABIA","All vehicles","UNITS","1/1/2009 12:00:00 AM",515000
"SAUDI ARABIA","All vehicles","UNITS","1/1/2010 12:00:00 AM",515700
"SAUDI ARABIA","All vehicles","UNITS","1/1/2011 12:00:00 AM",610000
"SAUDI ARABIA","All vehicles","UNITS","1/1/2012 12:00:00 AM",690000
"SINGAPORE","All vehicles","UNITS","1/1/2005 12:00:00 AM",125018
"SINGAPORE","All vehicles","UNITS","1/1/2006 12:00:00 AM",132483
"SINGAPORE","All vehicles","UNITS","1/1/2007 12:00:00 AM",122254
"SINGAPORE","All vehicles","UNITS","1/1/2008 12:00:00 AM",110574
"SINGAPORE","All vehicles","UNITS","1/1/2009 12:00:00 AM",79503
"SINGAPORE","All vehicles","UNITS","1/1/2010 12:00:00 AM",51891
"SINGAPORE","All vehicles","UNITS","1/1/2011 12:00:00 AM",39570
"SINGAPORE","All vehicles","UNITS","1/1/2012 12:00:00 AM",37247
"SOUTH KOREA","All vehicles","UNITS","1/1/2005 12:00:00 AM",1170495
"SOUTH KOREA","All vehicles","UNITS","1/1/2006 12:00:00 AM",1205713
"SOUTH KOREA","All vehicles","UNITS","1/1/2007 12:00:00 AM",1273253
"SOUTH KOREA","All vehicles","UNITS","1/1/2008 12:00:00 AM",1216125
"SOUTH KOREA","All vehicles","UNITS","1/1/2009 12:00:00 AM",1453875
"SOUTH KOREA","All vehicles","UNITS","1/1/2010 12:00:00 AM",1556019
"SOUTH KOREA","All vehicles","UNITS","1/1/2011 12:00:00 AM",1579320
"SOUTH KOREA","All vehicles","UNITS","1/1/2012 12:00:00 AM",1530585
"SRI LANKA","All vehicles","UNITS","1/1/2005 12:00:00 AM",4000
"SRI LANKA","All vehicles","UNITS","1/1/2006 12:00:00 AM",4200
"SRI LANKA","All vehicles","UNITS","1/1/2007 12:00:00 AM",4700
"SRI LANKA","All vehicles","UNITS","1/1/2008 12:00:00 AM",4800
"SRI LANKA","All vehicles","UNITS","1/1/2009 12:00:00 AM",5000
"SRI LANKA","All vehicles","UNITS","1/1/2010 12:00:00 AM",3000
"SRI LANKA","All vehicles","UNITS","1/1/2011 12:00:00 AM",3000
"SRI LANKA","All vehicles","UNITS","1/1/2012 12:00:00 AM",2900
"SYRIA","All vehicles","UNITS","1/1/2005 12:00:00 AM",39985
"SYRIA","All vehicles","UNITS","1/1/2006 12:00:00 AM",51467
"SYRIA","All vehicles","UNITS","1/1/2007 12:00:00 AM",41500
"SYRIA","All vehicles","UNITS","1/1/2008 12:00:00 AM",46800
"SYRIA","All vehicles","UNITS","1/1/2009 12:00:00 AM",51600
"SYRIA","All vehicles","UNITS","1/1/2010 12:00:00 AM",87547
"SYRIA","All vehicles","UNITS","1/1/2011 12:00:00 AM",39960
"SYRIA","All vehicles","UNITS","1/1/2012 12:00:00 AM",44000
"TADJIKISTAN","All vehicles","UNITS","1/1/2005 12:00:00 AM",5440
"TADJIKISTAN","All vehicles","UNITS","1/1/2006 12:00:00 AM",5850
"TADJIKISTAN","All vehicles","UNITS","1/1/2007 12:00:00 AM",5990
"TADJIKISTAN","All vehicles","UNITS","1/1/2008 12:00:00 AM",6200
"TADJIKISTAN","All vehicles","UNITS","1/1/2009 12:00:00 AM",8200
"TADJIKISTAN","All vehicles","UNITS","1/1/2010 12:00:00 AM",7200
"TADJIKISTAN","All vehicles","UNITS","1/1/2011 12:00:00 AM",7210
"TADJIKISTAN","All vehicles","UNITS","1/1/2012 12:00:00 AM",10300
"TAHITI","All vehicles","UNITS","1/1/2005 12:00:00 AM",7300
"TAHITI","All vehicles","UNITS","1/1/2006 12:00:00 AM",7100
"TAHITI","All vehicles","UNITS","1/1/2007 12:00:00 AM",7700
"TAHITI","All vehicles","UNITS","1/1/2008 12:00:00 AM",7300
"TAHITI","All vehicles","UNITS","1/1/2009 12:00:00 AM",5800
"TAHITI","All vehicles","UNITS","1/1/2010 12:00:00 AM",5500
"TAHITI","All vehicles","UNITS","1/1/2011 12:00:00 AM",4500
"TAHITI","All vehicles","UNITS","1/1/2012 12:00:00 AM",4500
"TAIWAN","All vehicles","UNITS","1/1/2005 12:00:00 AM",446477
"TAIWAN","All vehicles","UNITS","1/1/2006 12:00:00 AM",306458
"TAIWAN","All vehicles","UNITS","1/1/2007 12:00:00 AM",276434
"TAIWAN","All vehicles","UNITS","1/1/2008 12:00:00 AM",178809
"TAIWAN","All vehicles","UNITS","1/1/2009 12:00:00 AM",229450
"TAIWAN","All vehicles","UNITS","1/1/2010 12:00:00 AM",252500
"TAIWAN","All vehicles","UNITS","1/1/2011 12:00:00 AM",285790
"TAIWAN","All vehicles","UNITS","1/1/2012 12:00:00 AM",270078
"THAILAND","All vehicles","UNITS","1/1/2005 12:00:00 AM",692506
"THAILAND","All vehicles","UNITS","1/1/2006 12:00:00 AM",674953
"THAILAND","All vehicles","UNITS","1/1/2007 12:00:00 AM",631181
"THAILAND","All vehicles","UNITS","1/1/2008 12:00:00 AM",615322
"THAILAND","All vehicles","UNITS","1/1/2009 12:00:00 AM",548875
"THAILAND","All vehicles","UNITS","1/1/2010 12:00:00 AM",800357
"THAILAND","All vehicles","UNITS","1/1/2011 12:00:00 AM",790000
"THAILAND","All vehicles","UNITS","1/1/2012 12:00:00 AM",1380000
"TUKMENISTAN","All vehicles","UNITS","1/1/2005 12:00:00 AM",4000
"TUKMENISTAN","All vehicles","UNITS","1/1/2006 12:00:00 AM",4300
"TUKMENISTAN","All vehicles","UNITS","1/1/2007 12:00:00 AM",4420
"TUKMENISTAN","All vehicles","UNITS","1/1/2008 12:00:00 AM",5200
"TUKMENISTAN","All vehicles","UNITS","1/1/2009 12:00:00 AM",5200
"TUKMENISTAN","All vehicles","UNITS","1/1/2010 12:00:00 AM",5200
"TUKMENISTAN","All vehicles","UNITS","1/1/2011 12:00:00 AM",5200
"TUKMENISTAN","All vehicles","UNITS","1/1/2012 12:00:00 AM",5200
"UNITED ARAB EMIRATES","All vehicles","UNITS","1/1/2005 12:00:00 AM",157000
"UNITED ARAB EMIRATES","All vehicles","UNITS","1/1/2006 12:00:00 AM",175000
"UNITED ARAB EMIRATES","All vehicles","UNITS","1/1/2007 12:00:00 AM",165000
"UNITED ARAB EMIRATES","All vehicles","UNITS","1/1/2008 12:00:00 AM",233592
"UNITED ARAB EMIRATES","All vehicles","UNITS","1/1/2009 12:00:00 AM",205088
"UNITED ARAB EMIRATES","All vehicles","UNITS","1/1/2010 12:00:00 AM",168323
"UNITED ARAB EMIRATES","All vehicles","UNITS","1/1/2011 12:00:00 AM",243982
"UNITED ARAB EMIRATES","All vehicles","UNITS","1/1/2012 12:00:00 AM",268900
"UZBEKISTAN","All vehicles","UNITS","1/1/2005 12:00:00 AM",35200
"UZBEKISTAN","All vehicles","UNITS","1/1/2006 12:00:00 AM",38100
"UZBEKISTAN","All vehicles","UNITS","1/1/2007 12:00:00 AM",40800
"UZBEKISTAN","All vehicles","UNITS","1/1/2008 12:00:00 AM",42300
"UZBEKISTAN","All vehicles","UNITS","1/1/2009 12:00:00 AM",50900
"UZBEKISTAN","All vehicles","UNITS","1/1/2010 12:00:00 AM",64400
"UZBEKISTAN","All vehicles","UNITS","1/1/2011 12:00:00 AM",64000
"UZBEKISTAN","All vehicles","UNITS","1/1/2012 12:00:00 AM",75000
"VIETNAM","All vehicles","UNITS","1/1/2005 12:00:00 AM",35264
"VIETNAM","All vehicles","UNITS","1/1/2006 12:00:00 AM",41133
"VIETNAM","All vehicles","UNITS","1/1/2007 12:00:00 AM",81056
"VIETNAM","All vehicles","UNITS","1/1/2008 12:00:00 AM",111950
"VIETNAM","All vehicles","UNITS","1/1/2009 12:00:00 AM",119459
"VIETNAM","All vehicles","UNITS","1/1/2010 12:00:00 AM",112224
"VIETNAM","All vehicles","UNITS","1/1/2011 12:00:00 AM",110938
"VIETNAM","All vehicles","UNITS","1/1/2012 12:00:00 AM",80487
"ALGERIA","All vehicles","UNITS","1/1/2005 12:00:00 AM",99422
"ALGERIA","All vehicles","UNITS","1/1/2006 12:00:00 AM",109578
"ALGERIA","All vehicles","UNITS","1/1/2007 12:00:00 AM",127030
"ALGERIA","All vehicles","UNITS","1/1/2008 12:00:00 AM",146892
"ALGERIA","All vehicles","UNITS","1/1/2009 12:00:00 AM",176773
"ALGERIA","All vehicles","UNITS","1/1/2010 12:00:00 AM",133406
"ALGERIA","All vehicles","UNITS","1/1/2011 12:00:00 AM",142660
"ALGERIA","All vehicles","UNITS","1/1/2012 12:00:00 AM",149600
"ANGOLA","All vehicles","UNITS","1/1/2005 12:00:00 AM",9000
"ANGOLA","All vehicles","UNITS","1/1/2006 12:00:00 AM",12000
"ANGOLA","All vehicles","UNITS","1/1/2007 12:00:00 AM",5500
"ANGOLA","All vehicles","UNITS","1/1/2008 12:00:00 AM",5500
"ANGOLA","All vehicles","UNITS","1/1/2009 12:00:00 AM",15000
"ANGOLA","All vehicles","UNITS","1/1/2010 12:00:00 AM",30000
"ANGOLA","All vehicles","UNITS","1/1/2011 12:00:00 AM",17000
"ANGOLA","All vehicles","UNITS","1/1/2012 12:00:00 AM",19000
"BOTSWANA","All vehicles","UNITS","1/1/2005 12:00:00 AM",18532
"BOTSWANA","All vehicles","UNITS","1/1/2006 12:00:00 AM",17639
"BOTSWANA","All vehicles","UNITS","1/1/2007 12:00:00 AM",23378
"BOTSWANA","All vehicles","UNITS","1/1/2008 12:00:00 AM",24500
"BOTSWANA","All vehicles","UNITS","1/1/2009 12:00:00 AM",25400
"BOTSWANA","All vehicles","UNITS","1/1/2010 12:00:00 AM",28000
"BOTSWANA","All vehicles","UNITS","1/1/2011 12:00:00 AM",30100
"BOTSWANA","All vehicles","UNITS","1/1/2012 12:00:00 AM",31700
"BURKINA","All vehicles","UNITS","1/1/2005 12:00:00 AM",700
"BURKINA","All vehicles","UNITS","1/1/2006 12:00:00 AM",700
"BURKINA","All vehicles","UNITS","1/1/2007 12:00:00 AM",700
"BURKINA","All vehicles","UNITS","1/1/2008 12:00:00 AM",1200
"BURKINA","All vehicles","UNITS","1/1/2009 12:00:00 AM",1250
"BURKINA","All vehicles","UNITS","1/1/2010 12:00:00 AM",1600
"BURKINA","All vehicles","UNITS","1/1/2011 12:00:00 AM",1500
"BURKINA","All vehicles","UNITS","1/1/2012 12:00:00 AM",400
"BURUNDI","All vehicles","UNITS","1/1/2005 12:00:00 AM",1000
"BURUNDI","All vehicles","UNITS","1/1/2006 12:00:00 AM",1000
"BURUNDI","All vehicles","UNITS","1/1/2007 12:00:00 AM",1100
"BURUNDI","All vehicles","UNITS","1/1/2008 12:00:00 AM",1000
"BURUNDI","All vehicles","UNITS","1/1/2009 12:00:00 AM",1000
"BURUNDI","All vehicles","UNITS","1/1/2010 12:00:00 AM",600
"BURUNDI","All vehicles","UNITS","1/1/2011 12:00:00 AM",500
"BURUNDI","All vehicles","UNITS","1/1/2012 12:00:00 AM",510
"CAMEROON","All vehicles","UNITS","1/1/2005 12:00:00 AM",3500
"CAMEROON","All vehicles","UNITS","1/1/2006 12:00:00 AM",4300
"CAMEROON","All vehicles","UNITS","1/1/2007 12:00:00 AM",4300
"CAMEROON","All vehicles","UNITS","1/1/2008 12:00:00 AM",4600
"CAMEROON","All vehicles","UNITS","1/1/2009 12:00:00 AM",2500
"CAMEROON","All vehicles","UNITS","1/1/2010 12:00:00 AM",2700
"CAMEROON","All vehicles","UNITS","1/1/2011 12:00:00 AM",2700
"CAMEROON","All vehicles","UNITS","1/1/2012 12:00:00 AM",3000
"CONGO","All vehicles","UNITS","1/1/2005 12:00:00 AM",300
"CONGO","All vehicles","UNITS","1/1/2006 12:00:00 AM",300
"CONGO","All vehicles","UNITS","1/1/2007 12:00:00 AM",400
"CONGO","All vehicles","UNITS","1/1/2008 12:00:00 AM",700
"CONGO","All vehicles","UNITS","1/1/2009 12:00:00 AM",2300
"CONGO","All vehicles","UNITS","1/1/2010 12:00:00 AM",2000
"CONGO","All vehicles","UNITS","1/1/2011 12:00:00 AM",2000
"CONGO","All vehicles","UNITS","1/1/2012 12:00:00 AM",2000
"EGYPT","All vehicles","UNITS","1/1/2005 12:00:00 AM",121437
"EGYPT","All vehicles","UNITS","1/1/2006 12:00:00 AM",170614
"EGYPT","All vehicles","UNITS","1/1/2007 12:00:00 AM",206060
"EGYPT","All vehicles","UNITS","1/1/2008 12:00:00 AM",239833
"EGYPT","All vehicles","UNITS","1/1/2009 12:00:00 AM",205521
"EGYPT","All vehicles","UNITS","1/1/2010 12:00:00 AM",248917
"EGYPT","All vehicles","UNITS","1/1/2011 12:00:00 AM",271900
"EGYPT","All vehicles","UNITS","1/1/2012 12:00:00 AM",286300
"GABON","All vehicles","UNITS","1/1/2005 12:00:00 AM",3800
"GABON","All vehicles","UNITS","1/1/2006 12:00:00 AM",4000
"GABON","All vehicles","UNITS","1/1/2007 12:00:00 AM",4200
"GABON","All vehicles","UNITS","1/1/2008 12:00:00 AM",4500
"GABON","All vehicles","UNITS","1/1/2009 12:00:00 AM",4000
"GABON","All vehicles","UNITS","1/1/2010 12:00:00 AM",4000
"GABON","All vehicles","UNITS","1/1/2011 12:00:00 AM",4000
"GABON","All vehicles","UNITS","1/1/2012 12:00:00 AM",5000
"GHANA","All vehicles","UNITS","1/1/2005 12:00:00 AM",4500
"GHANA","All vehicles","UNITS","1/1/2006 12:00:00 AM",4500
"GHANA","All vehicles","UNITS","1/1/2007 12:00:00 AM",5100
"GHANA","All vehicles","UNITS","1/1/2008 12:00:00 AM",6000
"GHANA","All vehicles","UNITS","1/1/2009 12:00:00 AM",5500
"GHANA","All vehicles","UNITS","1/1/2010 12:00:00 AM",5000
"GHANA","All vehicles","UNITS","1/1/2011 12:00:00 AM",9000
"GHANA","All vehicles","UNITS","1/1/2012 12:00:00 AM",9500
"IVORY COAST","All vehicles","UNITS","1/1/2005 12:00:00 AM",3000
"IVORY COAST","All vehicles","UNITS","1/1/2006 12:00:00 AM",3500
"IVORY COAST","All vehicles","UNITS","1/1/2007 12:00:00 AM",4000
"IVORY COAST","All vehicles","UNITS","1/1/2008 12:00:00 AM",3500
"IVORY COAST","All vehicles","UNITS","1/1/2009 12:00:00 AM",5000
"IVORY COAST","All vehicles","UNITS","1/1/2010 12:00:00 AM",5500
"IVORY COAST","All vehicles","UNITS","1/1/2011 12:00:00 AM",5500
"IVORY COAST","All vehicles","UNITS","1/1/2012 12:00:00 AM",6000
"KENYA","All vehicles","UNITS","1/1/2005 12:00:00 AM",6000
"KENYA","All vehicles","UNITS","1/1/2006 12:00:00 AM",5000
"KENYA","All vehicles","UNITS","1/1/2007 12:00:00 AM",7000
"KENYA","All vehicles","UNITS","1/1/2008 12:00:00 AM",7000
"KENYA","All vehicles","UNITS","1/1/2009 12:00:00 AM",8000
"KENYA","All vehicles","UNITS","1/1/2010 12:00:00 AM",6000
"KENYA","All vehicles","UNITS","1/1/2011 12:00:00 AM",6000
"KENYA","All vehicles","UNITS","1/1/2012 12:00:00 AM",7000
"LIBERIA","All vehicles","UNITS","1/1/2005 12:00:00 AM",400
"LIBERIA","All vehicles","UNITS","1/1/2006 12:00:00 AM",300
"LIBERIA","All vehicles","UNITS","1/1/2007 12:00:00 AM",400
"LIBERIA","All vehicles","UNITS","1/1/2008 12:00:00 AM",500
"LIBERIA","All vehicles","UNITS","1/1/2009 12:00:00 AM",300
"LIBERIA","All vehicles","UNITS","1/1/2010 12:00:00 AM",500
"LIBERIA","All vehicles","UNITS","1/1/2011 12:00:00 AM",400
"LIBERIA","All vehicles","UNITS","1/1/2012 12:00:00 AM",410
"LIBYA","All vehicles","UNITS","1/1/2005 12:00:00 AM",47000
"LIBYA","All vehicles","UNITS","1/1/2006 12:00:00 AM",48000
"LIBYA","All vehicles","UNITS","1/1/2007 12:00:00 AM",49500
"LIBYA","All vehicles","UNITS","1/1/2008 12:00:00 AM",52000
"LIBYA","All vehicles","UNITS","1/1/2009 12:00:00 AM",54000
"LIBYA","All vehicles","UNITS","1/1/2010 12:00:00 AM",54000
"LIBYA","All vehicles","UNITS","1/1/2011 12:00:00 AM",56000
"LIBYA","All vehicles","UNITS","1/1/2012 12:00:00 AM",30000
"MADAGASCAR","All vehicles","UNITS","1/1/2005 12:00:00 AM",2630
"MADAGASCAR","All vehicles","UNITS","1/1/2006 12:00:00 AM",3100
"MADAGASCAR","All vehicles","UNITS","1/1/2007 12:00:00 AM",3000
"MADAGASCAR","All vehicles","UNITS","1/1/2008 12:00:00 AM",2700
"MADAGASCAR","All vehicles","UNITS","1/1/2009 12:00:00 AM",2000
"MADAGASCAR","All vehicles","UNITS","1/1/2010 12:00:00 AM",1800
"MADAGASCAR","All vehicles","UNITS","1/1/2011 12:00:00 AM",1700
"MADAGASCAR","All vehicles","UNITS","1/1/2012 12:00:00 AM",1800
"MALAWI","All vehicles","UNITS","1/1/2005 12:00:00 AM",1400
"MALAWI","All vehicles","UNITS","1/1/2006 12:00:00 AM",1670
"MALAWI","All vehicles","UNITS","1/1/2007 12:00:00 AM",1660
"MALAWI","All vehicles","UNITS","1/1/2008 12:00:00 AM",1500
"MALAWI","All vehicles","UNITS","1/1/2009 12:00:00 AM",1500
"MALAWI","All vehicles","UNITS","1/1/2010 12:00:00 AM",2200
"MALAWI","All vehicles","UNITS","1/1/2011 12:00:00 AM",2300
"MALAWI","All vehicles","UNITS","1/1/2012 12:00:00 AM",1500
"MAURITIUS","All vehicles","UNITS","1/1/2005 12:00:00 AM",4800
"MAURITIUS","All vehicles","UNITS","1/1/2006 12:00:00 AM",5500
"MAURITIUS","All vehicles","UNITS","1/1/2007 12:00:00 AM",6000
"MAURITIUS","All vehicles","UNITS","1/1/2008 12:00:00 AM",6000
"MAURITIUS","All vehicles","UNITS","1/1/2009 12:00:00 AM",5000
"MAURITIUS","All vehicles","UNITS","1/1/2010 12:00:00 AM",6000
"MAURITIUS","All vehicles","UNITS","1/1/2011 12:00:00 AM",4500
"MAURITIUS","All vehicles","UNITS","1/1/2012 12:00:00 AM",7500
"MOROCCO","All vehicles","UNITS","1/1/2005 12:00:00 AM",63655
"MOROCCO","All vehicles","UNITS","1/1/2006 12:00:00 AM",84276
"MOROCCO","All vehicles","UNITS","1/1/2007 12:00:00 AM",103597
"MOROCCO","All vehicles","UNITS","1/1/2008 12:00:00 AM",121360
"MOROCCO","All vehicles","UNITS","1/1/2009 12:00:00 AM",109969
"MOROCCO","All vehicles","UNITS","1/1/2010 12:00:00 AM",103436
"MOROCCO","All vehicles","UNITS","1/1/2011 12:00:00 AM",112093
"MOROCCO","All vehicles","UNITS","1/1/2012 12:00:00 AM",130306
"NIGERIA","All vehicles","UNITS","1/1/2005 12:00:00 AM",23000
"NIGERIA","All vehicles","UNITS","1/1/2006 12:00:00 AM",38000
"NIGERIA","All vehicles","UNITS","1/1/2007 12:00:00 AM",12000
"NIGERIA","All vehicles","UNITS","1/1/2008 12:00:00 AM",12000
"NIGERIA","All vehicles","UNITS","1/1/2009 12:00:00 AM",51000
"NIGERIA","All vehicles","UNITS","1/1/2010 12:00:00 AM",37000
"NIGERIA","All vehicles","UNITS","1/1/2011 12:00:00 AM",45000
"NIGERIA","All vehicles","UNITS","1/1/2012 12:00:00 AM",45000
"UGANDA","All vehicles","UNITS","1/1/2005 12:00:00 AM",4000
"UGANDA","All vehicles","UNITS","1/1/2006 12:00:00 AM",4500
"UGANDA","All vehicles","UNITS","1/1/2007 12:00:00 AM",4000
"UGANDA","All vehicles","UNITS","1/1/2008 12:00:00 AM",3500
"UGANDA","All vehicles","UNITS","1/1/2009 12:00:00 AM",3500
"UGANDA","All vehicles","UNITS","1/1/2010 12:00:00 AM",3500
"UGANDA","All vehicles","UNITS","1/1/2011 12:00:00 AM",4000
"UGANDA","All vehicles","UNITS","1/1/2012 12:00:00 AM",4000
"REUNION","All vehicles","UNITS","1/1/2005 12:00:00 AM",31627
"REUNION","All vehicles","UNITS","1/1/2006 12:00:00 AM",29782
"REUNION","All vehicles","UNITS","1/1/2007 12:00:00 AM",32149
"REUNION","All vehicles","UNITS","1/1/2008 12:00:00 AM",29979
"REUNION","All vehicles","UNITS","1/1/2009 12:00:00 AM",25839
"REUNION","All vehicles","UNITS","1/1/2010 12:00:00 AM",24755
"REUNION","All vehicles","UNITS","1/1/2011 12:00:00 AM",26268
"REUNION","All vehicles","UNITS","1/1/2012 12:00:00 AM",24949
"SENEGAL","All vehicles","UNITS","1/1/2005 12:00:00 AM",5500
"SENEGAL","All vehicles","UNITS","1/1/2006 12:00:00 AM",6500
"SENEGAL","All vehicles","UNITS","1/1/2007 12:00:00 AM",7000
"SENEGAL","All vehicles","UNITS","1/1/2008 12:00:00 AM",7000
"SENEGAL","All vehicles","UNITS","1/1/2009 12:00:00 AM",6000
"SENEGAL","All vehicles","UNITS","1/1/2010 12:00:00 AM",6000
"SENEGAL","All vehicles","UNITS","1/1/2011 12:00:00 AM",6000
"SENEGAL","All vehicles","UNITS","1/1/2012 12:00:00 AM",6000
"SOUDAN","All vehicles","UNITS","1/1/2005 12:00:00 AM",3000
"SOUDAN","All vehicles","UNITS","1/1/2006 12:00:00 AM",3000
"SOUDAN","All vehicles","UNITS","1/1/2007 12:00:00 AM",4500
"SOUDAN","All vehicles","UNITS","1/1/2008 12:00:00 AM",5000
"SOUDAN","All vehicles","UNITS","1/1/2009 12:00:00 AM",12000
"SOUDAN","All vehicles","UNITS","1/1/2010 12:00:00 AM",3500
"SOUDAN","All vehicles","UNITS","1/1/2011 12:00:00 AM",3800
"SOUDAN","All vehicles","UNITS","1/1/2012 12:00:00 AM",3500
"SOUTH AFRICA","All vehicles","UNITS","1/1/2005 12:00:00 AM",617406
"SOUTH AFRICA","All vehicles","UNITS","1/1/2006 12:00:00 AM",714315
"SOUTH AFRICA","All vehicles","UNITS","1/1/2007 12:00:00 AM",676108
"SOUTH AFRICA","All vehicles","UNITS","1/1/2008 12:00:00 AM",533387
"SOUTH AFRICA","All vehicles","UNITS","1/1/2009 12:00:00 AM",395222
"SOUTH AFRICA","All vehicles","UNITS","1/1/2010 12:00:00 AM",492907
"SOUTH AFRICA","All vehicles","UNITS","1/1/2011 12:00:00 AM",572241
"SOUTH AFRICA","All vehicles","UNITS","1/1/2012 12:00:00 AM",623921
"TANZANIA","All vehicles","UNITS","1/1/2005 12:00:00 AM",3000
"TANZANIA","All vehicles","UNITS","1/1/2006 12:00:00 AM",3000
"TANZANIA","All vehicles","UNITS","1/1/2007 12:00:00 AM",3500
"TANZANIA","All vehicles","UNITS","1/1/2008 12:00:00 AM",3000
"TANZANIA","All vehicles","UNITS","1/1/2009 12:00:00 AM",3000
"TANZANIA","All vehicles","UNITS","1/1/2010 12:00:00 AM",4200
"TANZANIA","All vehicles","UNITS","1/1/2011 12:00:00 AM",4500
"TANZANIA","All vehicles","UNITS","1/1/2012 12:00:00 AM",4300
"TUNISIA","All vehicles","UNITS","1/1/2005 12:00:00 AM",33000
"TUNISIA","All vehicles","UNITS","1/1/2006 12:00:00 AM",38000
"TUNISIA","All vehicles","UNITS","1/1/2007 12:00:00 AM",39000
"TUNISIA","All vehicles","UNITS","1/1/2008 12:00:00 AM",43000
"TUNISIA","All vehicles","UNITS","1/1/2009 12:00:00 AM",47000
"TUNISIA","All vehicles","UNITS","1/1/2010 12:00:00 AM",59000
"TUNISIA","All vehicles","UNITS","1/1/2011 12:00:00 AM",47500
"TUNISIA","All vehicles","UNITS","1/1/2012 12:00:00 AM",49000
"YEMEN","All vehicles","UNITS","1/1/2005 12:00:00 AM",9100
"YEMEN","All vehicles","UNITS","1/1/2006 12:00:00 AM",10800
"YEMEN","All vehicles","UNITS","1/1/2007 12:00:00 AM",10700
"YEMEN","All vehicles","UNITS","1/1/2008 12:00:00 AM",11000
"YEMEN","All vehicles","UNITS","1/1/2009 12:00:00 AM",11000
"YEMEN","All vehicles","UNITS","1/1/2010 12:00:00 AM",4000
"YEMEN","All vehicles","UNITS","1/1/2011 12:00:00 AM",4000
"YEMEN","All vehicles","UNITS","1/1/2012 12:00:00 AM",4100
"ZAMBIA","All vehicles","UNITS","1/1/2005 12:00:00 AM",2950
"ZAMBIA","All vehicles","UNITS","1/1/2006 12:00:00 AM",3480
"ZAMBIA","All vehicles","UNITS","1/1/2007 12:00:00 AM",3560
"ZAMBIA","All vehicles","UNITS","1/1/2008 12:00:00 AM",3600
"ZAMBIA","All vehicles","UNITS","1/1/2009 12:00:00 AM",4000
"ZAMBIA","All vehicles","UNITS","1/1/2010 12:00:00 AM",3000
"ZAMBIA","All vehicles","UNITS","1/1/2011 12:00:00 AM",3000
"ZAMBIA","All vehicles","UNITS","1/1/2012 12:00:00 AM",3000
"ZIMBABWE","All vehicles","UNITS","1/1/2005 12:00:00 AM",12000
"ZIMBABWE","All vehicles","UNITS","1/1/2006 12:00:00 AM",11000
"ZIMBABWE","All vehicles","UNITS","1/1/2007 12:00:00 AM",5000
"ZIMBABWE","All vehicles","UNITS","1/1/2008 12:00:00 AM",5000
"ZIMBABWE","All vehicles","UNITS","1/1/2009 12:00:00 AM",4500
"ZIMBABWE","All vehicles","UNITS","1/1/2010 12:00:00 AM",3000
"ZIMBABWE","All vehicles","UNITS","1/1/2011 12:00:00 AM",4300
"ZIMBABWE","All vehicles","UNITS","1/1/2012 12:00:00 AM",4400
"EUROPE","All vehicles","UNITS","1/1/2005 12:00:00 AM",21141298
"EUROPE","All vehicles","UNITS","1/1/2006 12:00:00 AM",21972212
"EUROPE","All vehicles","UNITS","1/1/2007 12:00:00 AM",23075368
"EUROPE","All vehicles","UNITS","1/1/2008 12:00:00 AM",21923546
"EUROPE","All vehicles","UNITS","1/1/2009 12:00:00 AM",18661876
"EUROPE","All vehicles","UNITS","1/1/2010 12:00:00 AM",18799111
"EUROPE","All vehicles","UNITS","1/1/2011 12:00:00 AM",19731905
"EUROPE","All vehicles","UNITS","1/1/2012 12:00:00 AM",18650167
"CENTRAL & SOUTH AMERICA","All vehicles","UNITS","1/1/2005 12:00:00 AM",3069988
"CENTRAL & SOUTH AMERICA","All vehicles","UNITS","1/1/2006 12:00:00 AM",3432895
"CENTRAL & SOUTH AMERICA","All vehicles","UNITS","1/1/2007 12:00:00 AM",4295855
"CENTRAL & SOUTH AMERICA","All vehicles","UNITS","1/1/2008 12:00:00 AM",4662673
"CENTRAL & SOUTH AMERICA","All vehicles","UNITS","1/1/2009 12:00:00 AM",4655769
"CENTRAL & SOUTH AMERICA","All vehicles","UNITS","1/1/2010 12:00:00 AM",5479164
"CENTRAL & SOUTH AMERICA","All vehicles","UNITS","1/1/2011 12:00:00 AM",5933038
"CENTRAL & SOUTH AMERICA","All vehicles","UNITS","1/1/2012 12:00:00 AM",6107634
"AMERICA","All vehicles","UNITS","1/1/2005 12:00:00 AM",23276227
"AMERICA","All vehicles","UNITS","1/1/2006 12:00:00 AM",23287602
"AMERICA","All vehicles","UNITS","1/1/2007 12:00:00 AM",23546381
"AMERICA","All vehicles","UNITS","1/1/2008 12:00:00 AM",20854880
"AMERICA","All vehicles","UNITS","1/1/2009 12:00:00 AM",17494287
"AMERICA","All vehicles","UNITS","1/1/2010 12:00:00 AM",19655177
"AMERICA","All vehicles","UNITS","1/1/2011 12:00:00 AM",21499758
